Size	TransferToTotalTime
23833	0.2578458781616425
23897	0.20549377325249826
23946	0.21401336400987203
24087	0.209243365874306
24226	0.173501014433862
24240	0.17510688849106593
24576	0.2721568187204395
24715	0.1841681048462953
24939	0.2506943293981939
25438	0.38703323102910103
25482	0.21313847681145492
25661	0.1786434859842113
25829	0.17447350584410434
26233	0.17616104173049
26306	0.20563155253279325
26624	0.2400068300867704
26734	0.1725442814697875
27136	0.2717999869644526
27146	0.4730236295014402
27243	0.17318556332948074
27454	0.19644827675678894
27551	0.16389905533003082
27648	0.2492299157717664
27774	0.16979517516391773
28083	0.2417348874363898
28441	0.18106781452575268
29184	0.4017019858687433
30387	0.34042548681116924
30720	0.3515099188104628
30796	0.427917291849503
31232	0.3936292825975451
31744	0.3989452776459685
33069	0.376907969831524
33257	0.445723169124741
33280	0.4058358384908027
34724	0.4639813848760931
34789	0.3599654733085198
35317	0.3744166036968616
36619	0.507892077446324
36721	0.33991786699126975
37527	0.38139018987880535
37888	0.39688131739315247
38144	0.41849021662296526
38325	0.3431466419234305
38624	0.493461346918586
39936	0.37741505640565104
41880	0.35573609225116787
42089	0.4587052650897791
42094	0.3735750652337503
42447	0.3624530461542727
42539	0.41804831188452435
42616	0.3552913978550941
42686	0.33814720597439263
42833	0.34106737765386963
43008	0.3658937947628358
43166	0.3332243815723395
43825	0.4198932189638712
44450	0.48291876736439215
45552	0.5677365308094589
46409	0.33321363724512343
47997	0.4322562289459511
49272	0.4242736007462862
52342	0.4020206574905722
52409	0.4066849259651601
52939	0.5507450844254118
53104	0.33318311075144447
53149	0.3754024457058619
53180	0.3851772486183054
54743	0.38358253710074613
56566	0.5505632174127217
57908	0.42059313716268026
58828	0.39189228619510086
59016	0.3724691157856367
59690	0.35297835010593015
61980	0.5528314327616363
62782	0.598719298568528
63999	0.5199169455079811
64803	0.4645370899206765
65124	0.44622653860087985
66552	0.4344349320425311
68342	0.4364414481374907
69728	0.44723310058310695
72752	0.46360468415094946
76900	0.49305021220235173
77362	0.4828195498379736
81148	0.44363098860268885
81483	0.4511784868422784
83503	0.48901271973040034
85167	0.4911252709196411
86399	0.5638958854197335
88172	0.595856111869552
90685	0.5673288967087483
91001	0.576383025370935
92715	0.569293504782053
97285	0.6405263572800584
97898	0.5412958447756672
104676	0.6457387270186423
108484	0.5415482207552093
109410	0.6524483580957305
117879	0.5779548166180986
121635	0.6773723932341142
124773	0.5934028736550275
134703	0.6590945814152405
136294	0.6738880526425061
136784	0.6651526098619186
141111	0.608591669335671
142209	0.6084650286567697
144761	0.5922981653436671
148748	0.6618557510949072
149414	0.63169486645566
153796	0.6131673126053241
155718	0.6198816288537945
158971	0.677197352838959
163004	0.6354720552860044
163174	0.6727714903605394
172589	0.6501233495987421
177664	0.6230583765710761
177721	0.661486645894589
179062	0.6410714746417279
184245	0.6771952996039701
190711	0.6754160071909867
191214	0.7105130944985971
191305	0.6960324366418021
193587	0.6714108129531898
194236	0.7096642103758
235203	0.6875448025266369
235264	0.704427543138573
236370	0.697243899109409
241895	0.7263946217064133
244670	0.7431790425533356
256766	0.6973982645672117
304026	0.7535098056248346
367476	0.7812172738934186
369079	0.7748194404471312
378628	0.7812224708972484
386726	0.7899566210055776
389487	0.782934358360434
404661	0.8015693746393767
417790	0.8192683016212234
432407	0.8063487398156646
449254	0.8154142441107799
451912	0.8270239286357893
464695	0.808553270635201
517280	0.8193324360045148
555390	0.8389925748142063
832647	0.8651601096336338
869729	0.870904895764338
893507	0.8752238809459971
894604	0.8740881418157858
894692	0.876727058811412
903805	0.8784973020746771
1210098	0.9026129675899675
1251680	0.90380748788495
1413240	0.9251276457145222
1590513	0.9276448189201711
1629865	0.9286301624139227
1630697	0.9297592073091593
1638125	0.9276364487246539
1650136	0.929198991774189
1651457	0.9304218335659674
1657626	0.9290835798401189
1692249	0.9308203179755058
1698248	0.9346732414472957
1710022	0.9330080991149658
1715421	0.9314552656712327
1738708	0.9320760625083528
1747746	0.9418120687838673
1749307	0.9319037800307167
1753046	0.9334888261434048
1780405	0.9332912928664566
1787592	0.9408496945842137
1805607	0.9323596882275882
1814824	0.9343057390047883
1824715	0.9345824196813979
1833306	0.9362462903670705
1876805	0.9382293499306738
1885082	0.9396274605114308
1891615	0.9354925263966207
1914102	0.9392640190307365
1955454	0.9371983080214423
1996240	0.9391099707527261
2061754	0.938692736186584
2124081	0.9442298498998895
2131616	0.9434386117185021
2171895	0.9454861685211583
2224767	0.9459830089187597
2252992	0.9454632684289029
2294341	0.94848663307071
2297383	0.9468086869031581
2315822	0.9487797333074987
2319343	0.9465514809655986
2335449	0.950083130701584
2346529	0.9451731008927532
2383241	0.9526300785917898
2388068	0.9501605175428207
2458492	0.9507618877891917
2506306	0.9518300900164199
2532637	0.9517874432444547
2628080	0.948946131518724
2642176	0.9541128725346456
2681617	0.9560186627769189
2686395	0.9546902264924017
2780803	0.956719744311911
2813978	0.9564762827891807
2835901	0.9556696900773133
3126466	0.9596663999245733
3240329	0.9627123374031801
3281742	0.9637910037266092
3361460	0.9573025417061357
3465906	0.9615672374414445
3497935	0.9641028300627774
3561356	0.965595154860591
3618217	0.9672992593169356
3621675	0.9668535820061832
3627567	0.9663005348061176
3696225	0.9685195164413917
3726286	0.9666459268558029
3739423	0.9669759709402779
3783592	0.9655851419044115
3824036	0.9670469833104316
3893943	0.9695499660601338
3900355	0.9653586641489544
3940903	0.9690971772726165
4060872	0.9697402335438722
4084085	0.9701327962131613
4164216	0.9696060420328189
4174004	0.969646484221691
4254548	0.9700960442453163
4292433	0.966268623221163
4295589	0.9707962231773167
4305635	0.9661762473171595
4335209	0.9714898880290309
4355921	0.9720466531128152
4384232	0.9702074498609984
4428158	0.9679495674724101
4451269	0.9716468454463579
4501423	0.9702667982924434
4532275	0.9731985681347194
4539692	0.9725377409991453
4548859	0.9737054110428086
4561305	0.9737490457969097
4600144	0.973609237467988
4614541	0.9722008776388997
4628626	0.9749594972366857
4653520	0.9761207738084317
4674330	0.9720648548282939
4675221	0.9738227084789072
4697100	0.9739405342440582
4697719	0.9737044380003784
4714483	0.9707220322398489
4727916	0.9744373637885402
4732453	0.9749136431280743
4750396	0.9748846736716621
4790468	0.9702049806405261
4799132	0.968722432633559
4803326	0.9740881429711513
4826024	0.9735743737482248
4834098	0.9702926323298524
4834263	0.9710482037726154
4836827	0.9714176431832544
4839159	0.9751440931419791
4839917	0.9758855410809415
4866424	0.9737912493101623
4874427	0.9752141881909974
4877411	0.975894379915726
4927017	0.9724467620294893
4928380	0.9759878601277919
4929657	0.9740785080721396
4939189	0.9751955857328996
4941117	0.971595743802252
4943740	0.9762555081823605
4971849	0.9752853184441623
4983797	0.975277642351239
5003922	0.9755839891010561
5004635	0.971283675814801
5031616	0.9753780629069077
5060504	0.9759481232930328
5067940	0.972075527427686
5088377	0.9764265773542968
5095359	0.975442930156009
5145509	0.9762626099949528
5165056	0.9766707393151037
5200339	0.975820582007568
5209106	0.9759731869382053
5209162	0.9758331358673665
5218683	0.9773463210673663
5232954	0.9762146647861422
5289186	0.9771397827090286
5455910	0.97723758870024
7235496	0.9825211837781959
8137488	0.9823231281102438
10145857	0.6513138812761188
10314226	0.9836542226468497
68111944	0.9959553000763144
10776215552	0.9998423388890574
